"","plot_richness","treeID","cell_x","cell_y","sp","focal","plotID_1","plotID_2"
"1",2,"t103320010707",7,7,"Nyssa sinensis",FALSE,"A","C32"
"2",2,"t103320010708",7,8,"Castanea henryi",FALSE,"A","C32"
"3",2,"t103320010709",7,9,"Castanea henryi",FALSE,"A","C32"
"4",2,"t103320010710",7,10,"Castanea henryi",FALSE,"A","C32"
"5",2,"t103320010711",7,11,"Castanea henryi",FALSE,"A","C32"
"6",2,"t103320010712",7,12,"Nyssa sinensis",FALSE,"A","C32"
"7",2,"t103320010807",8,7,"Nyssa sinensis",FALSE,"A","C32"
"8",2,"t103320010808",8,8,"Nyssa sinensis",TRUE,"A","C32"
"9",2,"t103320010809",8,9,"Castanea henryi",TRUE,"A","C32"
"10",2,"t103320010810",8,10,"Castanea henryi",TRUE,"A","C32"
"11",2,"t103320010811",8,11,"Castanea henryi",TRUE,"A","C32"
"12",2,"t103320010812",8,12,"Nyssa sinensis",FALSE,"A","C32"
"13",2,"t103320010907",9,7,"Castanea henryi",FALSE,"A","C32"
"14",2,"t103320010908",9,8,"Castanea henryi",TRUE,"A","C32"
"15",2,"t103320010909",9,9,"Nyssa sinensis",TRUE,"A","C32"
"16",2,"t103320010910",9,10,"Castanea henryi",TRUE,"A","C32"
"17",2,"t103320010911",9,11,"Castanea henryi",TRUE,"A","C32"
"18",2,"t103320010912",9,12,"Nyssa sinensis",FALSE,"A","C32"
"19",2,"t103320011007",10,7,"Nyssa sinensis",FALSE,"A","C32"
"20",2,"t103320011008",10,8,"Castanea henryi",TRUE,"A","C32"
"21",2,"t103320011009",10,9,"Nyssa sinensis",TRUE,"A","C32"
"22",2,"t103320011010",10,10,"Castanea henryi",TRUE,"A","C32"
"23",2,"t103320011011",10,11,"Castanea henryi",TRUE,"A","C32"
"24",2,"t103320011012",10,12,"Castanea henryi",FALSE,"A","C32"
"25",2,"t103320011107",11,7,"Castanea henryi",FALSE,"A","C32"
"26",2,"t103320011108",11,8,"Castanea henryi",TRUE,"A","C32"
"27",2,"t103320011109",11,9,"Nyssa sinensis",TRUE,"A","C32"
"28",2,"t103320011110",11,10,"Castanea henryi",TRUE,"A","C32"
"29",2,"t103320011111",11,11,"Castanea henryi",TRUE,"A","C32"
"30",2,"t103320011112",11,12,"Castanea henryi",FALSE,"A","C32"
"31",2,"t103320011207",12,7,"Castanea henryi",FALSE,"A","C32"
"32",2,"t103320011208",12,8,"Nyssa sinensis",FALSE,"A","C32"
"33",2,"t103320011209",12,9,"Castanea henryi",FALSE,"A","C32"
"34",2,"t103320011210",12,10,"Nyssa sinensis",FALSE,"A","C32"
"35",2,"t103320011211",12,11,"Castanea henryi",FALSE,"A","C32"
"36",2,"t103320011212",12,12,"Castanea henryi",FALSE,"A","C32"
"37",2,"t103330010707",7,7,"Nyssa sinensis",FALSE,"A","C33"
"38",2,"t103330010708",7,8,"Castanea henryi",FALSE,"A","C33"
"39",2,"t103330010709",7,9,"Nyssa sinensis",FALSE,"A","C33"
"40",2,"t103330010710",7,10,"Castanea henryi",FALSE,"A","C33"
"41",2,"t103330010711",7,11,"Nyssa sinensis",FALSE,"A","C33"
"42",2,"t103330010712",7,12,"Nyssa sinensis",FALSE,"A","C33"
"43",2,"t103330010807",8,7,"Nyssa sinensis",FALSE,"A","C33"
"44",2,"t103330010808",8,8,"Castanea henryi",TRUE,"A","C33"
"45",2,"t103330010809",8,9,"Nyssa sinensis",TRUE,"A","C33"
"46",2,"t103330010810",8,10,"Castanea henryi",TRUE,"A","C33"
"47",2,"t103330010811",8,11,"Nyssa sinensis",TRUE,"A","C33"
"48",2,"t103330010812",8,12,"Castanea henryi",FALSE,"A","C33"
"49",2,"t103330010907",9,7,"Castanea henryi",FALSE,"A","C33"
"50",2,"t103330010908",9,8,"Castanea henryi",TRUE,"A","C33"
"51",2,"t103330010909",9,9,"Nyssa sinensis",TRUE,"A","C33"
"52",2,"t103330010910",9,10,"Castanea henryi",TRUE,"A","C33"
"53",2,"t103330010911",9,11,"Nyssa sinensis",TRUE,"A","C33"
"54",2,"t103330010912",9,12,"Castanea henryi",FALSE,"A","C33"
"55",2,"t103330011007",10,7,"Castanea henryi",FALSE,"A","C33"
"56",2,"t103330011008",10,8,"Nyssa sinensis",TRUE,"A","C33"
"57",2,"t103330011009",10,9,"Castanea henryi",TRUE,"A","C33"
"58",2,"t103330011010",10,10,"Castanea henryi",TRUE,"A","C33"
"59",2,"t103330011011",10,11,"Castanea henryi",TRUE,"A","C33"
"60",2,"t103330011012",10,12,"Nyssa sinensis",FALSE,"A","C33"
"61",2,"t103330011107",11,7,"Castanea henryi",FALSE,"A","C33"
"62",2,"t103330011108",11,8,"Nyssa sinensis",TRUE,"A","C33"
"63",2,"t103330011109",11,9,"Castanea henryi",TRUE,"A","C33"
"64",2,"t103330011110",11,10,"Castanea henryi",TRUE,"A","C33"
"65",2,"t103330011111",11,11,"Nyssa sinensis",TRUE,"A","C33"
"66",2,"t103330011112",11,12,"Castanea henryi",FALSE,"A","C33"
"67",2,"t103330011207",12,7,"Castanea henryi",FALSE,"A","C33"
"68",2,"t103330011208",12,8,"Nyssa sinensis",FALSE,"A","C33"
"69",2,"t103330011209",12,9,"Castanea henryi",FALSE,"A","C33"
"70",2,"t103330011210",12,10,"Nyssa sinensis",FALSE,"A","C33"
"71",2,"t103330011211",12,11,"Nyssa sinensis",FALSE,"A","C33"
"72",2,"t103330011212",12,12,"Nyssa sinensis",FALSE,"A","C33"
"73",2,"t104320010707",7,7,"Castanea henryi",FALSE,"A","D32"
"74",2,"t104320010708",7,8,"Nyssa sinensis",FALSE,"A","D32"
"75",2,"t104320010709",7,9,"Castanea henryi",FALSE,"A","D32"
"76",2,"t104320010710",7,10,"Nyssa sinensis",FALSE,"A","D32"
"77",2,"t104320010711",7,11,"Castanea henryi",FALSE,"A","D32"
"78",2,"t104320010712",7,12,"Nyssa sinensis",FALSE,"A","D32"
"79",2,"t104320010807",8,7,"Nyssa sinensis",FALSE,"A","D32"
"80",2,"t104320010808",8,8,"Nyssa sinensis",TRUE,"A","D32"
"81",2,"t104320010809",8,9,"Nyssa sinensis",TRUE,"A","D32"
"82",2,"t104320010810",8,10,"Castanea henryi",TRUE,"A","D32"
"83",2,"t104320010811",8,11,"Castanea henryi",TRUE,"A","D32"
"84",2,"t104320010812",8,12,"Castanea henryi",FALSE,"A","D32"
"85",2,"t104320010907",9,7,"Castanea henryi",FALSE,"A","D32"
"86",2,"t104320010908",9,8,"Nyssa sinensis",TRUE,"A","D32"
"87",2,"t104320010909",9,9,"Castanea henryi",TRUE,"A","D32"
"88",2,"t104320010910",9,10,"Castanea henryi",TRUE,"A","D32"
"89",2,"t104320010911",9,11,"Nyssa sinensis",TRUE,"A","D32"
"90",2,"t104320010912",9,12,"Castanea henryi",FALSE,"A","D32"
"91",2,"t104320011007",10,7,"Castanea henryi",FALSE,"A","D32"
"92",2,"t104320011008",10,8,"Castanea henryi",TRUE,"A","D32"
"93",2,"t104320011009",10,9,"Nyssa sinensis",TRUE,"A","D32"
"94",2,"t104320011010",10,10,"Nyssa sinensis",TRUE,"A","D32"
"95",2,"t104320011011",10,11,"Nyssa sinensis",TRUE,"A","D32"
"96",2,"t104320011012",10,12,"Castanea henryi",FALSE,"A","D32"
"97",2,"t104320011107",11,7,"Castanea henryi",FALSE,"A","D32"
"98",2,"t104320011108",11,8,"Nyssa sinensis",TRUE,"A","D32"
"99",2,"t104320011109",11,9,"Castanea henryi",TRUE,"A","D32"
"100",2,"t104320011110",11,10,"Castanea henryi",TRUE,"A","D32"
"101",2,"t104320011111",11,11,"Nyssa sinensis",TRUE,"A","D32"
"102",2,"t104320011112",11,12,"Nyssa sinensis",FALSE,"A","D32"
"103",2,"t104320011207",12,7,"Castanea henryi",FALSE,"A","D32"
"104",2,"t104320011208",12,8,"Nyssa sinensis",FALSE,"A","D32"
"105",2,"t104320011209",12,9,"Castanea henryi",FALSE,"A","D32"
"106",2,"t104320011210",12,10,"Castanea henryi",FALSE,"A","D32"
"107",2,"t104320011211",12,11,"Castanea henryi",FALSE,"A","D32"
"108",2,"t104320011212",12,12,"Nyssa sinensis",FALSE,"A","D32"
"109",2,"t104330010707",7,7,"Castanea henryi",FALSE,"A","D33"
"110",2,"t104330010708",7,8,"Nyssa sinensis",FALSE,"A","D33"
"111",2,"t104330010709",7,9,"Castanea henryi",FALSE,"A","D33"
"112",2,"t104330010710",7,10,"Castanea henryi",FALSE,"A","D33"
"113",2,"t104330010711",7,11,"Nyssa sinensis",FALSE,"A","D33"
"114",2,"t104330010712",7,12,"Nyssa sinensis",FALSE,"A","D33"
"115",2,"t104330010807",8,7,"Castanea henryi",FALSE,"A","D33"
"116",2,"t104330010808",8,8,"Nyssa sinensis",TRUE,"A","D33"
"117",2,"t104330010809",8,9,"Castanea henryi",TRUE,"A","D33"
"118",2,"t104330010810",8,10,"Castanea henryi",TRUE,"A","D33"
"119",2,"t104330010811",8,11,"Castanea henryi",TRUE,"A","D33"
"120",2,"t104330010812",8,12,"Castanea henryi",FALSE,"A","D33"
"121",2,"t104330010907",9,7,"Nyssa sinensis",FALSE,"A","D33"
"122",2,"t104330010908",9,8,"Nyssa sinensis",TRUE,"A","D33"
"123",2,"t104330010909",9,9,"Castanea henryi",TRUE,"A","D33"
"124",2,"t104330010910",9,10,"Nyssa sinensis",TRUE,"A","D33"
"125",2,"t104330010911",9,11,"Castanea henryi",TRUE,"A","D33"
"126",2,"t104330010912",9,12,"Castanea henryi",FALSE,"A","D33"
"127",2,"t104330011007",10,7,"Castanea henryi",FALSE,"A","D33"
"128",2,"t104330011008",10,8,"Castanea henryi",TRUE,"A","D33"
"129",2,"t104330011009",10,9,"Castanea henryi",TRUE,"A","D33"
"130",2,"t104330011010",10,10,"Nyssa sinensis",TRUE,"A","D33"
"131",2,"t104330011011",10,11,"Nyssa sinensis",TRUE,"A","D33"
"132",2,"t104330011012",10,12,"Castanea henryi",FALSE,"A","D33"
"133",2,"t104330011107",11,7,"Castanea henryi",FALSE,"A","D33"
"134",2,"t104330011108",11,8,"Castanea henryi",TRUE,"A","D33"
"135",2,"t104330011109",11,9,"Castanea henryi",TRUE,"A","D33"
"136",2,"t104330011110",11,10,"Nyssa sinensis",TRUE,"A","D33"
"137",2,"t104330011111",11,11,"Castanea henryi",TRUE,"A","D33"
"138",2,"t104330011112",11,12,"Castanea henryi",FALSE,"A","D33"
"139",2,"t104330011207",12,7,"Nyssa sinensis",FALSE,"A","D33"
"140",2,"t104330011208",12,8,"Nyssa sinensis",FALSE,"A","D33"
"141",2,"t104330011209",12,9,"Nyssa sinensis",FALSE,"A","D33"
"142",2,"t104330011210",12,10,"Castanea henryi",FALSE,"A","D33"
"143",2,"t104330011211",12,11,"Nyssa sinensis",FALSE,"A","D33"
"144",2,"t104330011212",12,12,"Castanea henryi",FALSE,"A","D33"
"145",1,"t105240010707",7,7,"Liquidambar formosana",FALSE,"A","E24"
"146",1,"t105240010708",7,8,"Liquidambar formosana",FALSE,"A","E24"
"147",1,"t105240010709",7,9,"Liquidambar formosana",FALSE,"A","E24"
"148",1,"t105240010710",7,10,"Liquidambar formosana",FALSE,"A","E24"
"149",1,"t105240010711",7,11,"Liquidambar formosana",FALSE,"A","E24"
"150",1,"t105240010712",7,12,"Liquidambar formosana",FALSE,"A","E24"
"151",1,"t105240010807",8,7,"Liquidambar formosana",FALSE,"A","E24"
"152",1,"t105240010808",8,8,"Liquidambar formosana",TRUE,"A","E24"
"153",1,"t105240010809",8,9,"Liquidambar formosana",TRUE,"A","E24"
"154",1,"t105240010810",8,10,"Liquidambar formosana",TRUE,"A","E24"
"155",1,"t105240010811",8,11,"Liquidambar formosana",TRUE,"A","E24"
"156",1,"t105240010812",8,12,"Liquidambar formosana",FALSE,"A","E24"
"157",1,"t105240010907",9,7,"Liquidambar formosana",FALSE,"A","E24"
"158",1,"t105240010908",9,8,"Liquidambar formosana",TRUE,"A","E24"
"159",1,"t105240010909",9,9,"Liquidambar formosana",TRUE,"A","E24"
"160",1,"t105240010910",9,10,"Liquidambar formosana",TRUE,"A","E24"
"161",1,"t105240010911",9,11,"Liquidambar formosana",TRUE,"A","E24"
"162",1,"t105240010912",9,12,"Liquidambar formosana",FALSE,"A","E24"
"163",1,"t105240011007",10,7,"Liquidambar formosana",FALSE,"A","E24"
"164",1,"t105240011008",10,8,"Liquidambar formosana",TRUE,"A","E24"
"165",1,"t105240011009",10,9,"Liquidambar formosana",TRUE,"A","E24"
"166",1,"t105240011010",10,10,"Liquidambar formosana",TRUE,"A","E24"
"167",1,"t105240011011",10,11,"Liquidambar formosana",TRUE,"A","E24"
"168",1,"t105240011012",10,12,"Liquidambar formosana",FALSE,"A","E24"
"169",1,"t105240011107",11,7,"Liquidambar formosana",FALSE,"A","E24"
"170",1,"t105240011108",11,8,"Liquidambar formosana",TRUE,"A","E24"
"171",1,"t105240011109",11,9,"Liquidambar formosana",TRUE,"A","E24"
"172",1,"t105240011110",11,10,"Liquidambar formosana",TRUE,"A","E24"
"173",1,"t105240011111",11,11,"Liquidambar formosana",TRUE,"A","E24"
"174",1,"t105240011112",11,12,"Liquidambar formosana",FALSE,"A","E24"
"175",1,"t105240011207",12,7,"Liquidambar formosana",FALSE,"A","E24"
"176",1,"t105240011208",12,8,"Liquidambar formosana",FALSE,"A","E24"
"177",1,"t105240011209",12,9,"Liquidambar formosana",FALSE,"A","E24"
"178",1,"t105240011210",12,10,"Liquidambar formosana",FALSE,"A","E24"
"179",1,"t105240011211",12,11,"Liquidambar formosana",FALSE,"A","E24"
"180",1,"t105240011212",12,12,"Liquidambar formosana",FALSE,"A","E24"
"181",1,"t105340010707",7,7,"Castanea henryi",FALSE,"A","E34"
"182",1,"t105340010708",7,8,"Castanea henryi",FALSE,"A","E34"
"183",1,"t105340010709",7,9,"Castanea henryi",FALSE,"A","E34"
"184",1,"t105340010710",7,10,"Castanea henryi",FALSE,"A","E34"
"185",1,"t105340010711",7,11,"Castanea henryi",FALSE,"A","E34"
"186",1,"t105340010712",7,12,"Castanea henryi",FALSE,"A","E34"
"187",1,"t105340010807",8,7,"Castanea henryi",FALSE,"A","E34"
"188",1,"t105340010808",8,8,"Castanea henryi",TRUE,"A","E34"
"189",1,"t105340010809",8,9,"Castanea henryi",TRUE,"A","E34"
"190",1,"t105340010810",8,10,"Castanea henryi",TRUE,"A","E34"
"191",1,"t105340010811",8,11,"Castanea henryi",TRUE,"A","E34"
"192",1,"t105340010812",8,12,"Castanea henryi",FALSE,"A","E34"
"193",1,"t105340010907",9,7,"Castanea henryi",FALSE,"A","E34"
"194",1,"t105340010908",9,8,"Castanea henryi",TRUE,"A","E34"
"195",1,"t105340010909",9,9,"Castanea henryi",TRUE,"A","E34"
"196",1,"t105340010910",9,10,"Castanea henryi",TRUE,"A","E34"
"197",1,"t105340010911",9,11,"Castanea henryi",TRUE,"A","E34"
"198",1,"t105340010912",9,12,"Castanea henryi",FALSE,"A","E34"
"199",1,"t105340011007",10,7,"Castanea henryi",FALSE,"A","E34"
"200",1,"t105340011008",10,8,"Castanea henryi",TRUE,"A","E34"
"201",1,"t105340011009",10,9,"Castanea henryi",TRUE,"A","E34"
"202",1,"t105340011010",10,10,"Castanea henryi",TRUE,"A","E34"
"203",1,"t105340011011",10,11,"Castanea henryi",TRUE,"A","E34"
"204",1,"t105340011012",10,12,"Castanea henryi",FALSE,"A","E34"
"205",1,"t105340011107",11,7,"Castanea henryi",FALSE,"A","E34"
"206",1,"t105340011108",11,8,"Castanea henryi",TRUE,"A","E34"
"207",1,"t105340011109",11,9,"Castanea henryi",TRUE,"A","E34"
"208",1,"t105340011110",11,10,"Castanea henryi",TRUE,"A","E34"
"209",1,"t105340011111",11,11,"Castanea henryi",TRUE,"A","E34"
"210",1,"t105340011112",11,12,"Castanea henryi",FALSE,"A","E34"
"211",1,"t105340011207",12,7,"Castanea henryi",FALSE,"A","E34"
"212",1,"t105340011208",12,8,"Castanea henryi",FALSE,"A","E34"
"213",1,"t105340011209",12,9,"Castanea henryi",FALSE,"A","E34"
"214",1,"t105340011210",12,10,"Castanea henryi",FALSE,"A","E34"
"215",1,"t105340011211",12,11,"Castanea henryi",FALSE,"A","E34"
"216",1,"t105340011212",12,12,"Castanea henryi",FALSE,"A","E34"
"217",1,"t105350010707",7,7,"Castanea henryi",FALSE,"A","E35"
"218",1,"t105350010708",7,8,"Castanea henryi",FALSE,"A","E35"
"219",1,"t105350010709",7,9,"Castanea henryi",FALSE,"A","E35"
"220",1,"t105350010710",7,10,"Castanea henryi",FALSE,"A","E35"
"221",1,"t105350010711",7,11,"Castanea henryi",FALSE,"A","E35"
"222",1,"t105350010712",7,12,"Castanea henryi",FALSE,"A","E35"
"223",1,"t105350010807",8,7,"Castanea henryi",FALSE,"A","E35"
"224",1,"t105350010808",8,8,"Castanea henryi",TRUE,"A","E35"
"225",1,"t105350010809",8,9,"Castanea henryi",TRUE,"A","E35"
"226",1,"t105350010810",8,10,"Castanea henryi",TRUE,"A","E35"
"227",1,"t105350010811",8,11,"Castanea henryi",TRUE,"A","E35"
"228",1,"t105350010812",8,12,"Castanea henryi",FALSE,"A","E35"
"229",1,"t105350010907",9,7,"Castanea henryi",FALSE,"A","E35"
"230",1,"t105350010908",9,8,"Castanea henryi",TRUE,"A","E35"
"231",1,"t105350010909",9,9,"Castanea henryi",TRUE,"A","E35"
"232",1,"t105350010910",9,10,"Castanea henryi",TRUE,"A","E35"
"233",1,"t105350010911",9,11,"Castanea henryi",TRUE,"A","E35"
"234",1,"t105350010912",9,12,"Castanea henryi",FALSE,"A","E35"
"235",1,"t105350011007",10,7,"Castanea henryi",FALSE,"A","E35"
"236",1,"t105350011008",10,8,"Castanea henryi",TRUE,"A","E35"
"237",1,"t105350011009",10,9,"Castanea henryi",TRUE,"A","E35"
"238",1,"t105350011010",10,10,"Castanea henryi",TRUE,"A","E35"
"239",1,"t105350011011",10,11,"Castanea henryi",TRUE,"A","E35"
"240",1,"t105350011012",10,12,"Castanea henryi",FALSE,"A","E35"
"241",1,"t105350011107",11,7,"Castanea henryi",FALSE,"A","E35"
"242",1,"t105350011108",11,8,"Castanea henryi",TRUE,"A","E35"
"243",1,"t105350011109",11,9,"Castanea henryi",TRUE,"A","E35"
"244",1,"t105350011110",11,10,"Castanea henryi",TRUE,"A","E35"
"245",1,"t105350011111",11,11,"Castanea henryi",TRUE,"A","E35"
"246",1,"t105350011112",11,12,"Castanea henryi",FALSE,"A","E35"
"247",1,"t105350011207",12,7,"Castanea henryi",FALSE,"A","E35"
"248",1,"t105350011208",12,8,"Castanea henryi",FALSE,"A","E35"
"249",1,"t105350011209",12,9,"Castanea henryi",FALSE,"A","E35"
"250",1,"t105350011210",12,10,"Castanea henryi",FALSE,"A","E35"
"251",1,"t105350011211",12,11,"Castanea henryi",FALSE,"A","E35"
"252",1,"t105350011212",12,12,"Castanea henryi",FALSE,"A","E35"
"253",1,"t106200010707",7,7,"Quercus serrata",FALSE,"A","F20"
"254",1,"t106200010708",7,8,"Quercus serrata",FALSE,"A","F20"
"255",1,"t106200010709",7,9,"Quercus serrata",FALSE,"A","F20"
"256",1,"t106200010710",7,10,"Quercus serrata",FALSE,"A","F20"
"257",1,"t106200010711",7,11,"Quercus serrata",FALSE,"A","F20"
"258",1,"t106200010712",7,12,"Quercus serrata",FALSE,"A","F20"
"259",1,"t106200010807",8,7,"Quercus serrata",FALSE,"A","F20"
"260",1,"t106200010808",8,8,"Quercus serrata",TRUE,"A","F20"
"261",1,"t106200010809",8,9,"Quercus serrata",TRUE,"A","F20"
"262",1,"t106200010810",8,10,"Quercus serrata",TRUE,"A","F20"
"263",1,"t106200010811",8,11,"Quercus serrata",TRUE,"A","F20"
"264",1,"t106200010812",8,12,"Quercus serrata",FALSE,"A","F20"
"265",1,"t106200010907",9,7,"Quercus serrata",FALSE,"A","F20"
"266",1,"t106200010908",9,8,"Quercus serrata",TRUE,"A","F20"
"267",1,"t106200010909",9,9,"Quercus serrata",TRUE,"A","F20"
"268",1,"t106200010910",9,10,"Quercus serrata",TRUE,"A","F20"
"269",1,"t106200010911",9,11,"Quercus serrata",TRUE,"A","F20"
"270",1,"t106200010912",9,12,"Quercus serrata",FALSE,"A","F20"
"271",1,"t106200011007",10,7,"Quercus serrata",FALSE,"A","F20"
"272",1,"t106200011008",10,8,"Quercus serrata",TRUE,"A","F20"
"273",1,"t106200011009",10,9,"Quercus serrata",TRUE,"A","F20"
"274",1,"t106200011010",10,10,"Quercus serrata",TRUE,"A","F20"
"275",1,"t106200011011",10,11,"Quercus serrata",TRUE,"A","F20"
"276",1,"t106200011012",10,12,"Quercus serrata",FALSE,"A","F20"
"277",1,"t106200011107",11,7,"Quercus serrata",FALSE,"A","F20"
"278",1,"t106200011108",11,8,"Quercus serrata",TRUE,"A","F20"
"279",1,"t106200011109",11,9,"Quercus serrata",TRUE,"A","F20"
"280",1,"t106200011110",11,10,"Quercus serrata",TRUE,"A","F20"
"281",1,"t106200011111",11,11,"Quercus serrata",TRUE,"A","F20"
"282",1,"t106200011112",11,12,"Quercus serrata",FALSE,"A","F20"
"283",1,"t106200011207",12,7,"Quercus serrata",FALSE,"A","F20"
"284",1,"t106200011208",12,8,"Quercus serrata",FALSE,"A","F20"
"285",1,"t106200011209",12,9,"Quercus serrata",FALSE,"A","F20"
"286",1,"t106200011210",12,10,"Quercus serrata",FALSE,"A","F20"
"287",1,"t106200011211",12,11,"Quercus serrata",FALSE,"A","F20"
"288",1,"t106200011212",12,12,"Quercus serrata",FALSE,"A","F20"
"289",1,"t106210010707",7,7,"Quercus serrata",FALSE,"A","F21"
"290",1,"t106210010708",7,8,"Quercus serrata",FALSE,"A","F21"
"291",1,"t106210010709",7,9,"Quercus serrata",FALSE,"A","F21"
"292",1,"t106210010710",7,10,"Quercus serrata",FALSE,"A","F21"
"293",1,"t106210010711",7,11,"Quercus serrata",FALSE,"A","F21"
"294",1,"t106210010712",7,12,"Quercus serrata",FALSE,"A","F21"
"295",1,"t106210010807",8,7,"Quercus serrata",FALSE,"A","F21"
"296",1,"t106210010808",8,8,"Quercus serrata",TRUE,"A","F21"
"297",1,"t106210010809",8,9,"Quercus serrata",TRUE,"A","F21"
"298",1,"t106210010810",8,10,"Quercus serrata",TRUE,"A","F21"
"299",1,"t106210010811",8,11,"Quercus serrata",TRUE,"A","F21"
"300",1,"t106210010812",8,12,"Quercus serrata",FALSE,"A","F21"
"301",1,"t106210010907",9,7,"Quercus serrata",FALSE,"A","F21"
"302",1,"t106210010908",9,8,"Quercus serrata",TRUE,"A","F21"
"303",1,"t106210010909",9,9,"Quercus serrata",TRUE,"A","F21"
"304",1,"t106210010910",9,10,"Quercus serrata",TRUE,"A","F21"
"305",1,"t106210010911",9,11,"Quercus serrata",TRUE,"A","F21"
"306",1,"t106210010912",9,12,"Quercus serrata",FALSE,"A","F21"
"307",1,"t106210011007",10,7,"Quercus serrata",FALSE,"A","F21"
"308",1,"t106210011008",10,8,"Quercus serrata",TRUE,"A","F21"
"309",1,"t106210011009",10,9,"Quercus serrata",TRUE,"A","F21"
"310",1,"t106210011010",10,10,"Quercus serrata",TRUE,"A","F21"
"311",1,"t106210011011",10,11,"Quercus serrata",TRUE,"A","F21"
"312",1,"t106210011012",10,12,"Quercus serrata",FALSE,"A","F21"
"313",1,"t106210011107",11,7,"Quercus serrata",FALSE,"A","F21"
"314",1,"t106210011108",11,8,"Quercus serrata",TRUE,"A","F21"
"315",1,"t106210011109",11,9,"Quercus serrata",TRUE,"A","F21"
"316",1,"t106210011110",11,10,"Quercus serrata",TRUE,"A","F21"
"317",1,"t106210011111",11,11,"Quercus serrata",TRUE,"A","F21"
"318",1,"t106210011112",11,12,"Quercus serrata",FALSE,"A","F21"
"319",1,"t106210011207",12,7,"Quercus serrata",FALSE,"A","F21"
"320",1,"t106210011208",12,8,"Quercus serrata",FALSE,"A","F21"
"321",1,"t106210011209",12,9,"Quercus serrata",FALSE,"A","F21"
"322",1,"t106210011210",12,10,"Quercus serrata",FALSE,"A","F21"
"323",1,"t106210011211",12,11,"Quercus serrata",FALSE,"A","F21"
"324",1,"t106210011212",12,12,"Quercus serrata",FALSE,"A","F21"
"325",2,"t106220010707",7,7,"Castanea henryi",FALSE,"A","F22"
"326",2,"t106220010708",7,8,"Castanea henryi",FALSE,"A","F22"
"327",2,"t106220010709",7,9,"Nyssa sinensis",FALSE,"A","F22"
"328",2,"t106220010710",7,10,"Nyssa sinensis",FALSE,"A","F22"
"329",2,"t106220010711",7,11,"Castanea henryi",FALSE,"A","F22"
"330",2,"t106220010712",7,12,"Nyssa sinensis",FALSE,"A","F22"
"331",2,"t106220010807",8,7,"Castanea henryi",FALSE,"A","F22"
"332",2,"t106220010808",8,8,"Castanea henryi",TRUE,"A","F22"
"333",2,"t106220010809",8,9,"Nyssa sinensis",TRUE,"A","F22"
"334",2,"t106220010810",8,10,"Nyssa sinensis",TRUE,"A","F22"
"335",2,"t106220010811",8,11,"Nyssa sinensis",TRUE,"A","F22"
"336",2,"t106220010812",8,12,"Nyssa sinensis",FALSE,"A","F22"
"337",2,"t106220010907",9,7,"Castanea henryi",FALSE,"A","F22"
"338",2,"t106220010908",9,8,"Nyssa sinensis",TRUE,"A","F22"
"339",2,"t106220010909",9,9,"Nyssa sinensis",TRUE,"A","F22"
"340",2,"t106220010910",9,10,"Nyssa sinensis",TRUE,"A","F22"
"341",2,"t106220010911",9,11,"Nyssa sinensis",TRUE,"A","F22"
"342",2,"t106220010912",9,12,"Nyssa sinensis",FALSE,"A","F22"
"343",2,"t106220011007",10,7,"Castanea henryi",FALSE,"A","F22"
"344",2,"t106220011008",10,8,"Castanea henryi",TRUE,"A","F22"
"345",2,"t106220011009",10,9,"Castanea henryi",TRUE,"A","F22"
"346",2,"t106220011010",10,10,"Castanea henryi",TRUE,"A","F22"
"347",2,"t106220011011",10,11,"Castanea henryi",TRUE,"A","F22"
"348",2,"t106220011012",10,12,"Castanea henryi",FALSE,"A","F22"
"349",2,"t106220011107",11,7,"Castanea henryi",FALSE,"A","F22"
"350",2,"t106220011108",11,8,"Nyssa sinensis",TRUE,"A","F22"
"351",2,"t106220011109",11,9,"Nyssa sinensis",TRUE,"A","F22"
"352",2,"t106220011110",11,10,"Nyssa sinensis",TRUE,"A","F22"
"353",2,"t106220011111",11,11,"Nyssa sinensis",TRUE,"A","F22"
"354",2,"t106220011112",11,12,"Nyssa sinensis",FALSE,"A","F22"
"355",2,"t106220011207",12,7,"Nyssa sinensis",FALSE,"A","F22"
"356",2,"t106220011208",12,8,"Castanea henryi",FALSE,"A","F22"
"357",2,"t106220011209",12,9,"Castanea henryi",FALSE,"A","F22"
"358",2,"t106220011210",12,10,"Nyssa sinensis",FALSE,"A","F22"
"359",2,"t106220011211",12,11,"Castanea henryi",FALSE,"A","F22"
"360",2,"t106220011212",12,12,"Nyssa sinensis",FALSE,"A","F22"
"361",4,"t106260010404",4,4,"Sapium sebiferum",FALSE,"A","F26"
"362",4,"t106260010405",4,5,"Quercus serrata",FALSE,"A","F26"
"363",4,"t106260010406",4,6,"Quercus serrata",FALSE,"A","F26"
"364",4,"t106260010407",4,7,"Castanopsis sclerophylla",FALSE,"A","F26"
"365",4,"t106260010408",4,8,"Choerospondias axillaris",FALSE,"A","F26"
"366",4,"t106260010409",4,9,"Choerospondias axillaris",FALSE,"A","F26"
"367",4,"t106260010410",4,10,"Castanopsis sclerophylla",FALSE,"A","F26"
"368",4,"t106260010411",4,11,"Quercus serrata",FALSE,"A","F26"
"369",4,"t106260010412",4,12,"Sapium sebiferum",FALSE,"A","F26"
"370",4,"t106260010413",4,13,"Quercus serrata",FALSE,"A","F26"
